name,price,Brand,Collection,Series,Model No,Features,Movement,Calibre,Case Size,Case Thickness,Case Shape,Case Material,Case Back,Glass Material,Luminosity,Dial Colour,Hands,Indexes,Strap Material,Strap Colour,Clasp Type,Buckle/Clasp Material,EAN,Gender,Water Resistance (M),Warranty Period,Country of Origin,Reference,Display,Power Reserve,Jewels,Frequency,Precious Stone,Interchangeable Strap,Bezel,Lug Width,Limited Edition,Diameter,Date,Chronograph,Base,Frequency (bph),Power Reserve (hours),jewels,Dial Type
SUB 300 Searambler,275000,Doxa,SUB 300,Searambler,821.10.021.10,Date,Automatic,Sellita SW200-1,42.5,13.4,Round,Steel,,Sapphire Crystal,"On Hands, Hour Markers & Bezel",Silver,,,Steel,Silver,Folding Clasp,,7640462131015.0,Men,300,2 Years,Switzerland,Sellita SW200-1,Analog,Approx. 38 hours,26.0,28800 bph,,0,Unidirectional Rotating Bezel,20.0,0,,,,,28800.0,0.38,,
SUB 300 Searambler,270000,Doxa,SUB 300,Searambler,821.10.021.20,Date,Automatic,Sellita SW200-1,42.5,13.4,Round,Steel,,Sapphire Crystal,"On Hands, Hour Markers & Bezel",Silver,,,Rubber,Black,Folding Clasp,,7640462131022.0,Men,300,2 Years,Switzerland,Sellita SW200-1,Analog,Approx. 38 hours,26.0,28800 bph,,0,Unidirectional Rotating Bezel,20.0,0,,,,,28800.0,0.38,,
SUB 300 Caribbean,275000,Doxa,SUB 300,Caribbean,821.10.201.10,Date,Automatic,Sellita SW200-1,42.5,13.4,Round,Steel,,Sapphire Crystal,"On Hands, Hour Markers & Bezel",Blue,,,Steel,Silver,Folding Clasp,,7640462131053.0,Men,300,2 Years,Switzerland,Sellita SW200-1,Analog,Approx. 38 hours,26.0,28800 bph,,0,Unidirectional Rotating Bezel,20.0,0,,,,,28800.0,0.38,,
SUB 300,270000,Doxa,SUB 300,Caribbean,821.10.201.32,Date,Automatic,Sellita SW200-1,42.5,13.4,Round,Steel,,Sapphire Crystal,"On Hands, Hour Markers & Bezel",Blue,,,Rubber,Blue,Folding Clasp,,7640462131060.0,Men,300,2 Years,Switzerland,Sellita SW200-1,Analog,Approx. 38 hours,26.0,28800 bph,,0,Unidirectional Rotating Bezel,20.0,0,,,,,28800.0,0.38,,
SUB 300 Divingstar,275000,Doxa,SUB 300,Divingstar,821.10.361.10,Date,Automatic,Sellita SW200-1,42.5,13.4,Round,Steel,,Sapphire Crystal,"On Hands, Hour Markers & Bezel",Yellow,,,Steel,Silver,Folding Clasp,,7640462131077.0,Men,300,2 Years,Switzerland,Sellita SW200-1,Analog,Approx. 38 hours,26.0,28800 bph,,0,Unidirectional Rotating Bezel,20.0,0,,,,,28800.0,0.38,,
SUB 300 Divingstar,270000,Doxa,SUB 300,Divingstar,821.10.361.31,Date,Automatic,Sellita SW200-1,42.5,13.4,Round,Steel,,Sapphire Crystal,"On Hands, Hour Markers & Bezel",Yellow,,,Rubber,Yellow,Folding Clasp,,7640462131084.0,Men,300,2 Years,Switzerland,Sellita SW200-1,Analog,Approx. 38 hours,26.0,28800 bph,,0,Unidirectional Rotating Bezel,20.0,0,,,,,28800.0,0.38,,
SUB 300 Aquamarine,275000,Doxa,SUB 300,Aquamarine,821.10.241.10,Date,Automatic,Sellita SW200-1,42.5,13.4,Round,Steel,,Sapphire Crystal,"On Hands, Hour Markers & Bezel",Turquoise,,,Steel,Silver,Folding Clasp,,7640462131091.0,Men,300,2 Years,Switzerland,Sellita SW200-1,Analog,Approx. 38 hours,26.0,28800 bph,,0,Unidirectional Rotating Bezel,20.0,0,,,,,28800.0,0.38,,
SUB 300T Professional,196000,Doxa,SUB 300T,Professional,840.10.351.21,"Date, Helium Escape Valve",Automatic,ETA 2824-2,42.5,13.65,Round,Steel,,Sapphire Crystal,"On Hands, Hour Markers & Bezel",Orange,,,Rubber,Orange,Folding Clasp,,7640462130186.0,Men,1200,2 Years,Switzerland,ETA 2824-2,Analog,approx. 38 hours,25.0,28800 bph,,0,Unidirectional Rotating Bezel,20.0,0,,,,,28800.0,0.38,,
SUB 300T Sharkhunter,201000,Doxa,SUB 300T,Sharkhunter,840.10.101.10,"Date, Helium Escape Valve",Automatic,ETA 2824-2,42.5,13.65,Round,Steel,,Sapphire Crystal,"On Hands, Hour Markers & Bezel",Black,,,Steel,Silver,Folding Clasp,,7640462130216.0,Men,1200,2 Years,Switzerland,ETA 2824-2,Analog,approx. 38 hours,26.0,28800 bph,,0,Unidirectional Rotating Bezel,20.0,0,,,,,28800.0,0.38,,
SUB 300T Searambler,196000,Doxa,SUB 300T,Searambler,840.10.021.20,"Date, Helium Escape Valve",Automatic,ETA 2824-2,42.5,13.65,Round,Steel,,Sapphire Crystal,"On Hands, Hour Markers & Bezel",Silver,,,Rubber,Black,Folding Clasp,,7640462130209.0,Men,1200,2 Years,Switzerland,ETA 2824-2,Analog,approx. 38 hours,25.0,28800 bph,,0,Unidirectional Rotating Bezel,20.0,0,,,,,28800.0,0.38,,
SUB 300T Caribbean,201000,Doxa,SUB 300T,Caribbean,840.10.201.10,"Date, Helium Escape Valve",Automatic,ETA 2824-2,42.5,13.65,Round,Steel,,Sapphire Crystal,"On Hands, Hour Markers & Bezel",Blue,,,Steel,Silver,Folding Clasp,,7640462130230.0,Men,1200,2 Years,Switzerland,ETA 2824-2,Analog,approx. 38 hours,25.0,28800 bph,,0,Unidirectional Rotating Bezel,20.0,0,,,,,28800.0,0.38,,
SUB 300T Caribbean,196000,Doxa,SUB 300T,Caribbean,840.10.201.32,"Date, Helium Escape Valve",Automatic,ETA 2824-2,42.5,13.65,Round,Steel,,Sapphire Crystal,"On Hands, Hour Markers & Bezel",Blue,,,Rubber,Blue,Folding Clasp,,7640462130247.0,Men,1200,2 Years,Switzerland,ETA 2824-2,Analog,approx. 38 hours,25.0,28800 bph,,0,Unidirectional Rotating Bezel,20.0,0,,,,,28800.0,0.38,,
SUB 300T Divingstar,201000,Doxa,SUB 300T,Divingstar,840.10.361.10,"Date, Helium Escape Valve",Automatic,ETA 2824-2,42.5,13.65,Round,Steel,,Sapphire Crystal,"On Hands, Hour Markers & Bezel",Yellow,Pencil,Baton,Steel,Silver,Folding Clasp,Steel,7640462130254.0,Men,1200,2 Years,Switzerland,ETA 2824-2,Analog,approx. 38 hours,25.0,28800 bph,,0,Unidirectional Rotating Bezel,20.0,0,,,,,28800.0,0.38,,
SUB 300T Divingstar,196000,Doxa,SUB 300T,Divingstar,840.10.361.31,"Date, Helium Escape Valve",Automatic,ETA 2824-2,42.5,13.65,Round,Steel,,Sapphire Crystal,"On Hands, Hour Markers & Bezel",Yellow,,,Rubber,Yellow,Folding Clasp,,7640462130261.0,Men,1200,2 Years,Switzerland,ETA 2824-2,Analog,approx. 38 hours,25.0,28800 bph,,0,Unidirectional Rotating Bezel,20.0,0,,,,,28800.0,0.38,,
SUB 1500T Searambler,249000,Doxa,SUB 1500T,Searambler,881.10.021.20,"Date, Helium Escape Valve",Automatic,ETA 2892-2,45.0,16.25,Round,Steel,,Sapphire Crystal,"On Hands, Hour Markers & Bezel",Silver,,,Rubber,Black,Folding Clasp,,7640462130322.0,Men,1500,2 Years,Switzerland,ETA 2892-2,Analog,approx. 42 hours,21.0,28800 bph,,0,Unidirectional Rotating Bezel,21.0,0,,,,,28800.0,0.42,,
Zeppelin men’s quartz chronograph with moon phase and metal strap,26800,Zeppelin,LZ 129 Hindenburg Mondphase,,7036M1,"Day-Date, Moon Phase",Quartz,,40.0,,Round,Steel,,Mineral Crystal,,Silver,,,Steel,Silver,Folding Clasp,,4041338703665.0,Men,30,2 Years,Germany,,,,,,,0,,,0,,,,,,,,
Zeppelin men’s automatic watch with open heart and leather strap,26320,Zeppelin,Flatline,,73645,Open Balance Wheel,Automatic,,40.0,,Round,Steel,,Mineral Crystal,,Cream,,,Leather,Brown,Pin Buckle,,4041338736458.0,Men,50,2 Years,Germany,,,,,,,0,,,0,,,,,,,,
Zeppelin men’s quartz watch with dual time and metal strap,26800,Zeppelin,100 Years Zeppelin ED. 1,,7640M1,"Date, Dual Time",Quartz,,42.0,,Round,Steel,,Mineral Crystal,,White,,,Steel,Silver,,,4041338764062.0,Men,50,2 Years,Germany,,,,,,,0,,,0,,,,,,,,
Zeppelin men’s automatic watch with open heart and leather strap,26800,Zeppelin,LZ 127 Graf Zeppelin,,76661,Open Balance Wheel,Automatic,,40.0,,Round,Steel,,Mineral Crystal,,White,,,Leather,Black,,,4041338766615.0,Men,50,2 Years,Germany,,,,,,,0,,,0,,,,,,,,
Zeppelin men's quartz watch with dual time and leather strap,25200,Zeppelin,100 Years Zeppelin ED. 1,,76401,"Date, Dual Time",Quartz,,42.0,,Round,Steel,,Mineral Crystal,,White,,,Leather,Brown,,,4041338764017.0,Men,50,2 Years,Germany,,,,,,,0,,,0,,,,,,,,
Zeppelin men’s quartz watch with dual time and leather strap,21920,Zeppelin,LZ 126 Los Angeles,,86442,"Date, Dual Time",Quartz,,42.0,,Round,Steel,,Mineral Crystal,,Black,,,Leather,Brown,,,4041338864427.0,Men,50,2 Years,Germany,,,,,,,0,,,0,,,,,,,,
Portugieser Chronograph,761000,IWC,Portugieser,,IW371606,"Chronograph, Small Seconds",Automatic,69355,41.0,13.0,Round,Steel,See-through Case Back,Sapphire Crystal,,Blue,Leaf,Arabic Numerals,Leather,Black,Folding Clasp,Steel,7613375249337.0,Unisex,30,2 Years + 6 years warranty extension by registering here,Switzerland,69355,Analog,approx. 46 hours,27.0,28800 bph,,0,,20.0,0,,,,,28800.0,0.46,,
Formula 1 Chronograph,244800,TAG Heuer,Formula 1,,CAZ101AC.BA0842,"Chronograph, Date, Small Seconds, Tachymeter, 1/10th Seconds",Quartz,,43.0,12.4,Round,Steel & Ceramic,,Sapphire Crystal,"On Hands, Hour Markers",Black,Baton,Baton,Steel,Silver,Folding Clasp with Push Buttons,Steel,7612533155756.0,Men,200,2 Years,Switzerland,,,,,,,0,Unidirectional Rotating Bezel,,0,,,,,,,,
Autavia,357000,TAG Heuer,Autavia,,WBE5114.FC8266,Date,Automatic,,42.0,,Round,Steel,,Sapphire Crystal,,Black,,,Leather,Brown,,,7612533156777.0,Men,100,2 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
Carrera,663000,TAG Heuer,Carrera,,CBN2A10.BA0643,"Chronograph, Date, Small Seconds, Tachymeter, 1/4th seconds",Automatic,Heuer 02,44.0,15.27,Round,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Green,Pencil,Baton,Steel,Silver,Folding Clasp with Push Buttons,Steel,7612533156135.0,Men,100,2 Years,Switzerland,Heuer 02,Analog,approx. 80 hours,33.0,28800 bph,,0,,,0,,,,,28800.0,0.8,,
Tissot Chrono XL,37500,Tissot,T-Sport,Tissot Chrono XL,T116.617.37.051.00,"Chronograph, Date",Quartz,,45.0,,Round,Steel & Black PVD,,Sapphire Crystal,,Black,,,Fabric,Black,Pin Buckle,,7611608294185.0,Men,100,2 Year,Switzerland,,,,,,,0,,,0,,,,,,,,
Tissot Seastar 1000 Powermatic 80,79000,Tissot,T-Sport,Tissot Seastar 1000,T120.407.11.091.00,Date,Automatic,POWERMATIC 80.111,43.0,,Round,Steel,,Sapphire Crystal,,Green,,,Steel,Silver,,,7611608294987.0,Men,300,2 Years,Switzerland,POWERMATIC 80.111,Analog,approx. 80 hours,23.0,,,0,,,0,,,,,,0.8,,
Tissot Carson Premium Powermatic 80,70500,Tissot,T-Classic,Tissot Carson,T122.407.11.033.00,Date,Automatic,,40.0,,Round,Steel,,Sapphire Crystal,,Silver,,,Steel,Silver,,,,Men,50,2 Year,Switzerland,,,,,,,0,,,0,,,,,,,,
Tissot Carson Premium Powermatic 80,64000,Tissot,T-Classic,,T122.407.16.043.00,Date,Automatic,POWERMATIC 80.111,40.0,,Round,Steel,,Sapphire Crystal,,Blue,,,Leather,Blue,Pin Buckle,,,Men,50,2 Year,Switzerland,POWERMATIC 80.111,Analog,,,,,0,,,0,,,,,,,,
Tissot Carson Premium Powermatic 80,77000,Tissot,T-Classic,Tissot Carson,T122.407.22.033.00,Date,Automatic,POWERMATIC 80.111,40.0,,Round,Steel & Rose Gold PVD,,Sapphire Crystal,,Silver,,,Steel & Rose Gold PVD,Silver & Rose Gold,Folding Clasp,,7611608293249.0,Men,50,2 Year,Switzerland,POWERMATIC 80.111,Analog,,,,,0,,,0,,,,,,,,
Tissot Carson Premium Powermatic 80,71500,Tissot,T-Classic,Tissot Carson,T122.407.36.033.00,Date,Automatic,,40.0,,Round,Steel & Rose Gold PVD,,Sapphire Crystal,,Silver,,,Leather,Brown,,,7611608293256.0,Men,50,2 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
Tissot Gentleman Powermatic 80 Silicium,75500,Tissot,T-Classic,,T127.407.16.051.00,Date,Automatic,,40.0,,Round,Steel,,Sapphire Crystal,,Black,,,Leather,Black,,,,Men,100,2 Year,Switzerland,,,,,,,0,,,0,,,,,,,,
Tissot Gentleman Powermatic 80 Silicium,75500,Tissot,T-Classic,,T127.407.16.051.01,Date,Automatic,,40.0,,Round,Steel,,Sapphire Crystal,,Black,,,Leather,Black,Butterfly Clasp,,,Men,100,2 Year,Switzerland,,,,,,,0,,,0,,,,,,,,
Tissot PRC 200 Chronograph,49000,Tissot,T-Sport,Tissot PRC 200,T114.417.11.047.00,"Chronograph, Date",Quartz,,43.0,,Round,Steel,,Sapphire Crystal,,Blue,,,Steel,Silver,,,7611608293515.0,Men,200,2 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
Tissot PRC 200 Chronograph,49000,Tissot,T-Sport,Tissot PRC 200,T114.417.11.057.00,"Chronograph, Date",Quartz,,43.0,,Round,Steel,,Sapphire Crystal,,Black,,,Steel,Silver,,,7611608293522.0,Men,200,2 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
Tissot Gent XL Swissmatic,45500,Tissot,T-Sport,,T116.407.16.011.00,Date,Quartz,,43.0,,Round,Steel,,Sapphire Crystal,,White,,,Leather,Brown,,,,Men,100,2 Year,Switzerland,,,,,,,0,,,0,,,,,,,,
Tissot Chrono XL,37500,Tissot,T-Sport,Tissot Chrono XL,T116.617.37.091.00,"Chronograph, Date",Quartz,,45.0,,Round,Steel & Black PVD,,Sapphire Crystal,,Green,,,Fabric,Black,,,7611608294208.0,Men,100,2 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
Tissot Carson Premium Automatic Lady,64000,Tissot,T-Classic,Tissot Carson,T122.207.16.033.00,Date,Automatic,,30.0,,Round,Steel,,Sapphire Crystal,,Silver,,,Leather,Black,,,,Women,50,2 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
Tissot Gentleman Powermatic 80 Silicium,82000,Tissot,T-Classic,Tissot Gentleman,T127.407.11.041.00,Date,Automatic,,40.0,,Round,Steel,,Sapphire Crystal,,Blue,,,Steel,Silver,,,7611608292693.0,Men,100,2 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
Portugieser Automatic 40,639000,IWC,Portugieser,,IW358304,Small Seconds,Automatic,82200,40.4,12.3,Round,Steel,See-through Case Back,Sapphire Crystal,,Silver,Leaf,Arabic Numerals,Leather,Blue,Folding Clasp,Steel,7613375366829.0,Men,30,2 Years + 6 years warranty extension by registering here,Switzerland,82200,Analog,approx. 60 hours,31.0,28800 bph,,0,,20.0,0,,,,,28800.0,0.6,,
Portugieser Chronograph,761000,IWC,Portugieser,,IW371605,"Chronograph, Small Hacking Seconds",Automatic,69355,41.0,,Round,Steel,,Sapphire Crystal,,Silver,,,Leather,Blue,,,7613375249276.0,Men,30,2 Years + 6 years warranty extension by registering here,Switzerland,69355,Analog,approx. 46 hours,27.0,28800 bph,,0,,,0,,,,,28800.0,0.46,,
"Maestro Men's Moon Phase Automatic Brown Leather Watch, 40mm",190000,Raymond Weil,Maestro,,2239-PC5-00659,"Date, Moon Phase",Automatic,RW4280,40.0,9.8,Round,Steel & Rose Gold PVD,See-through Case Back,Sapphire Crystal,,Silver,Stick,Roman Numerals,Leather,Brown,Pin Buckle,Steel & Rose Gold PVD,7611784046882.0,Men,50,2 Years + 1 year warranty extension by registering here,Switzerland,RW4280,Analog,approx. 38 hours,26.0,28800 bph,,0,,,0,,,,,28800.0,0.38,,
Diver 300M Co‑Axial Master Chronometer Chronograph 44 mm,835500,Omega,Seamaster,Diver 300M,210.30.44.51.03.001,"Chronograph, Date",Automatic,9900,44.0,,Round,Steel,,Sapphire Crystal,,Blue,,,Steel,Silver,Folding Clasp,,7612586301742.0,Men,300,5 Years,Switzerland,9900,Analog,approx. 60 hours,,,,0,,,0,,,,,,0.6,,
Diver 300M Co‑Axial Master Chronometer Chronograph 44 mm,802100,Omega,Seamaster,Diver 300M,210.32.44.51.01.001,"Chronograph, Date",Automatic,9900,44.0,,Round,Steel,,Sapphire Crystal,,Black,,,Rubber,Black,,,7612586301773.0,Men,300,5 Years,Switzerland,9900,Analog,approx. 60 hours,,,,0,,,0,,,,,,0.6,,
Diver 300M Co‑Axial Master Chronometer Chronograph 44 mm,835500,Omega,Seamaster,Diver 300M,210.30.44.51.01.001,"Chronograph, Date",Automatic,9900,44.0,,Round,Steel,,Sapphire Crystal,,Black,,,Steel,Silver,Folding Clasp,,7612586301735.0,Men,300,5 Years,Switzerland,9900,Analog,approx. 60 hours,,,,0,Unidirectional Rotating Bezel,,0,,,,,,0.6,,
Serpenti Seduttori Watch,736000,BVLGARI,Serpenti,Seduttori,103361,,Quartz,,33.0,,Drop,Steel,,Sapphire Crystal,,White,,,Steel,Silver,,,7612902109847.0,Women,30,5 Years,Switzerland,,,,,,On Bezel,0,,,0,,,,,,,,
Freelancer,333000,Raymond Weil,Freelancer,,2785-TI1-60001,Open Balance Wheel,Automatic,RW1212,42.0,10.6,Round,Steel & Black PVD,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Grey,Baton,Baton,Leather,Black,Folding Clasp,Steel,7611784048398.0,Men,100,2 Years + 1 year warranty extension by registering here,Switzerland,RW1212,Analog,approx. 41 hours,27.0,28800 bph,,0,,,0,,,,,28800.0,0.41,,
Toccata,100000,Raymond Weil,Toccata,,5985-ST-50081,Date,Quartz,,29.0,,Round,Steel,,Sapphire Crystal,,Blue,Stick,Diamond,Steel,Silver,Folding Clasp,Steel,7611784048503.0,Women,50,2 Years + 1 year warranty extension by registering here,Switzerland,,,,,,On Dial,0,,,0,,,,,,,,
"Freelancer Men's Automatic Chronograph Brown Leather Watch, 42mm",320000,Raymond Weil,Freelancer,,7732-TIC-50421,"Chronograph, Day-Date, Small Seconds, Tachymeter",Automatic,RW5200,42.0,13.85,Round,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Blue,Baton,Baton,Leather,Brown,Folding Clasp,Steel,7611784048695.0,Men,100,2 Years + 1 year warranty extension by registering here,Switzerland,RW5200,Analog,approx. 48 hours,25.0,28800 bph,,0,,,0,,,,,28800.0,0.48,,
"Freelancer Calibre RW1212 Men's Automatic Green Steel Watch, 42mm",238000,Raymond Weil,Freelancer,,2780-ST-52001,Open Balance Wheel,Automatic,RW1212,42.0,10.9,Round,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Green,Baton,Baton,Steel,Silver,Folding Clasp,Steel,7611784047711.0,Men,100,2 Years + 1 year warranty extension by registering here,Switzerland,RW1212,Analog,approx. 41 hours,27.0,28800 bph,,0,,,0,,,,,28800.0,0.41,,
Superocean Heritage B20 Automatic 42,590600,Breitling,Superocean Heritage,,UB2010161C1S1,Date,Automatic,Breitling B20 (Manufacture),42.0,14.3,Round,Steel & Rose Gold,,Sapphire Crystal,"On Hands, Hour Markers & Bezel",Blue,Arrow,Baton,Rubber,Blue,Folding Clasp,Steel,,Men,200,5 Years,Switzerland,Breitling B20 (Manufacture),Analog,Approx. 70 hours,26.0,28800 bph,,0,Unidirectional Rotating Bezel,22.0,0,,,,,28800.0,0.7,,
Aquis Date Calibre 400,350000,Oris,Aquis,Aquis Date Calibre 400,01 400 7763 4135-07 8 24 09PEB,Date,Automatic,Calibre 400,43.5,13.5,Round,Steel & Ceramic,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers & Bezel",Blue,Alpha,Baton,Steel,Silver,Folding Clasp,Steel,7612611033518.0,Men,300,"2 Years, register on My Oris  to extend your warranty for free to 10 Years",Switzerland,Calibre 400,Analog,approx. 120 hours,21.0,28800 bph,,0,Unidirectional Rotating Bezel,24.0,0,,,,,28800.0,0.12,,
Aikon Automatic 42mm,206000,Maurice Lacroix,Aikon,Aikon Automatic,AI6008-SS002-630-1,Date,Automatic,ML115,42.0,11.0,Round,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Green,Pencil,Baton,Steel,Silver,Folding Clasp,Steel,7630020610830.0,Men,200,2 Years,Switzerland,ML115,Analog,approx. 38 hours,26.0,28800 bph,,1,,25.0,0,,,,,28800.0,0.38,,
Divers Sixty‑Five Date,235000,Oris,Divers,Divers Sixty-Five,01 733 7707 4356-07 5 20 45,Date,Automatic,Oris 733,40.0,13.14,Round,Steel & Bronze,,Sapphire Crystal,"On Hands, Hour Markers & Bezel",Brown,Pencil,,Leather,Brown,Pin Buckle,Steel,7612611033860.0,Men,100,2 Year + 1 year warranty extension by registering here,Switzerland,Oris 733,Analog,Approx. 38 hours,26.0,28800 bph,,1,Unidirectional Rotating Bezel,20.0,0,,,,,28800.0,0.38,,
Astroscope - Black/Blue,229000,MeisterSinger,Astroscope,,AS902B,Day-Date,Automatic,Sellita SW200,40.0,10.5,Round,Steel,See-through Case Back,Sapphire Crystal,,Blue,,Arabic Numerals,Leather,Brown,Pin Buckle,Steel,4250814315791.0,Men,50,2 Years + 1 year warranty extension by registering on MyMeistersinger Community,Switzerland,Sellita SW200,Analog,Approx. 38 hours,25.0,28800 bph,,0,,20.0,0,,,,,28800.0,0.38,,
Admiral 42 Automatic,494000,Corum,Admiral,Admiral 42,395.102.22/V720 AN12,"Date, Small Seconds",Automatic,CO 395,42.0,,Round,Steel,,Sapphire Crystal,On Hands,Black,,,Steel,Silver,Folding Clasp,,,Men,50,2 Years,Switzerland,CO 395,Analog,approx 42 hours,27.0,28000 bph,,0,,,0,,,,,28000.0,42.0,,
Admiral 42 Chronograph,833000,Corum,Admiral,Admiral 42,984.113.22/V705 WB12,"Chronograph, Date, Small Seconds",Automatic,CO 984,42.0,,Round,Steel,,Sapphire Crystal,On Hands,Blue,,,Steel,Silver,Folding Clasp,,,Men,30,2 Years,Switzerland,CO 984,Analog,Approx 42 Hours,37.0,28000 bph,,0,,,0,,,,,28000.0,42.0,,
Maserati Successo Watch,18400,Maserati,Lifestyle,Successo,R8873621017,"Chronograph, Date, Small Seconds",Quartz,,44.0,,Round,Steel,,Mineral Crystal,,Green,,,Steel,Silver,,,8033288880448.0,Men,50,2 Years,China,,,,,,,0,,,0,,,,,,,,
Maserati GT Watch,26800,Maserati,Sport,GT,R8873134003,"Chronograph, Date",Quartz,,44.0,,Round,Steel,,Mineral Crystal,,Black,,,Steel,Silver,,,8033288815723.0,Men,100,2 Years,China,,,,,,,0,,,0,,,,,,,,
Maserati Potenza Watch,43200,Maserati,Classic,Potenza,R8821108038,,Quartz,,42.0,,Round,Steel,,Mineral Crystal,,Skeleton,,,Leather,Black,Pin Buckle,,8033288890584.0,Men,100,2 Years,China,,,,,,,0,,,0,,,,,,,,
Maserati Successo  Watch,16400,Maserati,Lifestyle,Successo,R8853121004,Date,Quartz,,44.0,,Round,Steel,,Mineral Crystal,,Blue,,,Steel,Silver,Folding Clasp,,8033288837466.0,Men,50,2 Years,China,,,,,,,0,,,0,,,,,,,,
Maserati Successo  Watch,28800,Maserati,Lifestyle,Successo,R8821121001,,Quartz,,44.0,,Round,Steel & Rose Gold PVD,,Mineral Crystal,,Brown,,,Leather,Brown,Pin Buckle,,8033288916666.0,Men,50,2 Years,China,,,,,,,0,,,0,,,,,,,,
Maserati Successo  Watch,35600,Maserati,Lifestyle,Successo,R8823121001,,Automatic,,44.0,,Round,Steel & Black PVD,,Mineral Crystal,,Skeleton,,,Steel & Black PVD,Black,Folding Clasp,,8033288916659.0,Men,50,2 Years,China,,,,,,,0,,,0,,,,,,,,
Manero Flyback,772632,Carl F. Bucherer,Manero,Flyback,00.10919.08.33.21,"Date, Flyback Chronograph, Small Seconds, Tachymeter",Automatic,CFB 1970,43.0,14.45,Round,Steel,See-through Case Back,Sapphire Crystal,,Black,Dauphine,Wedge,Steel,Silver,Folding Clasp,Steel,,Men,30,2 Years,Switzerland,CFB 1970,Analog,Approx. 42 hours,29.0,28800 bph,,0,,,0,,,,,28800.0,0.42,,
Tissot Classic Dream,34500,Tissot,T-Classic,Tissot Classic Dream,T129.410.22.013.00,Date,Quartz,,42.0,,Round,Steel,,Sapphire Crystal,,White,,,Steel & Rose Gold PVD,Silver & Rose Gold,,,7611608295380.0,Men,50,2 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
Diver 300M Co‑Axial Master Chronometer Chronograph 44 mm,1180800,Omega,Seamaster,Diver 300M,210.22.44.51.01.001,"Chronograph, Date, Small Seconds",Automatic,9900,44.0,,Round,Steel & Sedna™ Gold,,Sapphire Crystal,,Black,,,Rubber,Black,,,7612586301766.0,Men,300,5 Years,Switzerland,9900,Analog,,,,,0,Unidirectional Rotating Bezel,,0,,,,,,,,
Tissot Classic Dream,30000,Tissot,T-Classic,Tissot Classic Dream,T129.410.11.013.00,Date,Quartz,,42.0,,Round,Steel,,Sapphire Crystal,,White,,,Steel,Silver,,,7611608295397.0,Men,50,2 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
Tissot Classic Dream Lady,27500,Tissot,T-Classic,Tissot Classic Dream,T129.210.11.013.00,Date,Quartz,,28.0,,Round,Steel,,Sapphire Crystal,,White,,,Steel,Silver,Folding Clasp,,7611608295366.0,Women,50,2 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
Presage Presage Cocktail Time ‘Negroni’,43000,Seiko,Presage,Cocktail Time,SRPE41J1,Date,Automatic,,38.5,,Round,Steel,,Hardlex Crystal,,Red,,,Leather,Brown,,,4954628235145.0,Men,50,2 Years,Japan,,,,,,,0,,,0,,,,,,,,
Tissot Classic Dream,30000,Tissot,T-Classic,Tissot Classic Dream,T129.410.11.053.00,Date,Quartz,,42.0,,Round,Steel,,Sapphire Crystal,,Black,,,Steel,Silver,Folding Clasp,,7611608295403.0,Men,50,2 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
Tissot Classic Dream Lady,27500,Tissot,T-Classic,Tissot Classic Dream,T129.210.11.053.00,Date,Quartz,,28.0,,Round,Steel,,Sapphire Crystal,,Black,,,Steel,Silver,Folding Clasp,,7611608295359.0,Women,50,2 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
Tissot Classic Dream,27000,Tissot,T-Classic,Tissot Classic Dream,T129.410.26.263.00,Date,Quartz,,42.0,,Round,Steel & Yellow Gold PVD,,Sapphire Crystal,,Ivory,,,Leather,Brown,,,7611608295434.0,Men,50,2 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
Tissot Chrono XL Classic,44000,Tissot,T-Sport,Tissot Chrono XL,T116.617.22.041.00,"Chronograph, Date, Small Seconds",Quartz,,45.0,,Round,Steel & Yellow Gold PVD,,Sapphire Crystal,,Blue,,,Steel & Yellow Gold PVD,Silver & Yellow Gold,,,7611608297339.0,Men,100,2 Years,Switzerland,,,,,,,0,,,0,,,,,,,,
